,Somamer,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism_x,Units,Type,Dilution,Symbol,Symbol_unique,EstimatedCV,EstimatedCV_low,PlasmaScaleFactor_v4_to_v4.1,PlasmaLinsCCC,PlasmaLinsCCC_low
2226,TCEA1.18204.1,18204-1,3,SL013020,Transcription elongation factor A protein 1,TCEA1,P23193,6917,TCEA1,Human,RFU,Protein,20,TCEA1,TCEA1,4.5,1,0.672,0.833,0
2227,MAGEA6.18205.123,18205-123,3,SL011949,Melanoma-associated antigen 6,MAGE-6,P43360,4105,MAGEA6,Human,RFU,Protein,20,MAGEA6,MAGEA6.1,4,1,0.917,0.689,0
2228,ADH6.18206.18,18206-18,3,SL020944,Alcohol dehydrogenase 6,ADH6,P28332,130,ADH6,Human,RFU,Protein,0.5,ADH6,ADH6,3.5,1,0.999,0.919,0
2229,CHMP1B.18207.6,18207-6,3,SL008779,Charged multivesicular body protein 1b,CHM1B,Q7LBR1,57132,CHMP1B,Human,RFU,Protein,20,CHMP1B,CHMP1B,4.5,1,,,0
2230,CCNB2.18208.3,18208-3,3,SL007052,G2/mitotic-specific cyclin-B2,CCNB2,O95067,9133,CCNB2,Human,RFU,Protein,20,CCNB2,CCNB2,9,1,1.004,0.531,0
2231,SPIN1.18210.12,18210-12,3,SL021094,Spindlin-1,SPIN1,Q9Y657,10927,SPIN1,Human,RFU,Protein,20,SPIN1,SPIN1,6.5,1,1.009,0.771,0
2232,GSTM5.18212.43,18212-43,3,SL005474,Glutathione S-transferase Mu 5,GSTM5-5,P46439,2949,GSTM5,Human,RFU,Protein,20,GSTM5,GSTM5,8,1,,,0
2233,UBE2F.18213.30,18213-30,3,SL016497,NEDD8-conjugating enzyme UBE2F,UBE2F,Q969M7,140739,UBE2F,Human,RFU,Protein,20,UBE2F,UBE2F,4.5,1,0.938,0.864,0
2234,GCLM.18214.2,18214-2,3,SL010920,Glutamate--cysteine ligase regulatory subunit,GSH0,P48507,2730,GCLM,Human,RFU,Protein,0.5,GCLM,GCLM,4,1,0.786,0.894,0
2235,THG1L.18215.5,18215-5,3,SL021098,Probable tRNA(His) guanylyltransferase,THG1,Q9NWX6,54974,THG1L,Human,RFU,Protein,20,THG1L,THG1L,3.5,1,0.767,0.875,0
2236,IL11RA.18216.22,18216-22,3,SL007423,Interleukin-11 receptor subunit alpha,IL-11 RA,Q14626,3590,IL11RA,Human,RFU,Protein,20,IL11RA,IL11RA.1,3.5,1,0.324,0.8,0
2237,CNRIP1.18218.48,18218-48,3,SL010856,CB1 cannabinoid receptor-interacting protein 1,CB032,Q96F85,25927,CNRIP1,Human,RFU,Protein,20,CNRIP1,CNRIP1,4,1,0.579,0.809,0
2238,SRA1.18220.141,18220-141,3,SL013277,Steroid receptor RNA activator 1,SRA1,Q9HD15,10011,SRA1,Human,RFU,Protein,20,SRA1,SRA1,4,1,0.725,0.807,0
2239,SH3GLB2.18222.34,18222-34,3,SL015535,Endophilin-B2,SHLB2,Q9NR46,56904,SH3GLB2,Human,RFU,Protein,20,SH3GLB2,SH3GLB2,6,1,0.807,0.915,0
2240,CHMP1A.18224.11,18224-11,3,SL007683,Charged multivesicular body protein 1a,CHM1A,Q9HD42,5119,CHMP1A,Human,RFU,Protein,20,CHMP1A,CHMP1A,9,1,,,0
2241,HEBP1.18225.13,18225-13,3,SL008769,Heme-binding protein 1,HEBP1,Q9NRV9,50865,HEBP1,Human,RFU,Protein,20,HEBP1,HEBP1,10.5,1,0.782,0.857,0
